DATE,ID,INDUSTRY,PRUNEMP1,PRUNEMP2,PRUNEMP3,PRUNEMP4,PRUNEMP5,PRUNEMP6,PRUNEMP7,PRUNEMP8,PRUNEMP9,PRUNEMP10,PRUNEMP11,PRUNEMP12,PRUNEMP13,PRUNEMP14,PRUNEMP15,PRUNEMP16,PRUNEMP17,PRUNEMP18,PRUNEMP19,PRUNEMP20,PRUNEMP21,PRUNEMP22,PRUNEMP23,PRUNEMP24,PRUNEMP25,PRUNEMP26,PRUNEMP27,PRUNEMP28,PRUNEMP29,PRUNEMP30,PRUNEMP31,PRUNEMP32,PRUNEMP33,PRUNEMP34,PRUNEMP35,PRUNEMP36,PRUNEMP37,PRUNEMP38,PRUNEMP39,PRUNEMP40
1969Q2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969Q3,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
